"country","year","sex","age_range","freq"
"YE",2000,"m","unknown",NA
"YU",2000,"m","unknown",NA
"ZA",2000,"m","unknown",NA
"ZM",2000,"m","unknown",NA
"ZW",2000,"m","unknown",NA
"AD",2000,"f","0-14",NA
"AE",2000,"f","0-14",3
"AF",2000,"f","0-14",93
"AG",2000,"f","0-14",1
"AL",2000,"f","0-14",3
"AM",2000,"f","0-14",1
"AN",2000,"f","0-14",0
"AO",2000,"f","0-14",247
"AR",2000,"f","0-14",121
"AS",2000,"f","0-14",NA
"AT",2000,"f","0-14",1
"AU",2000,"f","0-14",0
"AZ",2000,"f","0-14",0
"BA",2000,"f","0-14",4
"BB",2000,"f","0-14",0
"BD",2000,"f","0-14",495
"BE",2000,"f","0-14",6
"BF",2000,"f","0-14",7
"BG",2000,"f","0-14",0
"BH",2000,"f","0-14",0
"BI",2000,"f","0-14",NA
"BJ",2000,"f","0-14",36
"BM",2000,"f","0-14",NA
"BN",2000,"f","0-14",0
"BO",2000,"f","0-14",191
"BR",2000,"f","0-14",1859
"BS",2000,"f","0-14",2
"BT",2000,"f","0-14",7
"BW",2000,"f","0-14",37
"BY",2000,"f","0-14",NA
"BZ",2000,"f","0-14",0
"CA",2000,"f","0-14",4
"CD",2000,"f","0-14",718
"CF",2000,"f","0-14",NA
"CG",2000,"f","0-14",NA
"CH",2000,"f","0-14",1
"CI",2000,"f","0-14",NA
"CK",2000,"f","0-14",0
"CL",2000,"f","0-14",10
"CM",2000,"f","0-14",63
"CN",2000,"f","0-14",1420
"CO",2000,"f","0-14",194
"CR",2000,"f","0-14",13
"CU",2000,"f","0-14",2
"CV",2000,"f","0-14",NA
"CY",2000,"f","0-14",NA
"CZ",2000,"f","0-14",0
"DE",2000,"f","0-14",NA
"DJ",2000,"f","0-14",12
"DK",2000,"f","0-14",5
"DO",2000,"f","0-14",65
"DZ",2000,"f","0-14",36
"EC",2000,"f","0-14",NA
"EE",2000,"f","0-14",0
"EG",2000,"f","0-14",55
"ER",2000,"f","0-14",10
"ES",2000,"f","0-14",NA
"ET",2000,"f","0-14",1037
"FI",2000,"f","0-14",0
"FJ",2000,"f","0-14",0
"FM",2000,"f","0-14",4
"FR",2000,"f","0-14",18
"GB",2000,"f","0-14",9
"GD",2000,"f","0-14",NA
"GE",2000,"f","0-14",1
"GH",2000,"f","0-14",74
"GN",2000,"f","0-14",66
"GR",2000,"f","0-14",0
"GT",2000,"f","0-14",41
"GU",2000,"f","0-14",0
"GW",2000,"f","0-14",4
"GY",2000,"f","0-14",1
"HK",2000,"f","0-14",5
"HN",2000,"f","0-14",25
"HR",2000,"f","0-14",NA
"HT",2000,"f","0-14",96
"HU",2000,"f","0-14",1
"ID",2000,"f","0-14",NA
"IE",2000,"f","0-14",0
"IL",2000,"f","0-14",2
"IN",2000,"f","0-14",2250
"IQ",2000,"f","0-14",37
"IR",2000,"f","0-14",77
"IS",2000,"f","0-14",0
"IT",2000,"f","0-14",6
"JM",2000,"f","0-14",1
"JO",2000,"f","0-14",0
"JP",2000,"f","0-14",5
"KE",2000,"f","0-14",416
"KG",2000,"f","0-14",6
"KH",2000,"f","0-14",38
"KI",2000,"f","0-14",2
"KM",2000,"f","0-14",1
"KN",2000,"f","0-14",NA
"KP",2000,"f","0-14",167
"KR",2000,"f","0-14",25
"KW",2000,"f","0-14",1
"KY",2000,"f","0-14",NA
"KZ",2000,"f","0-14",84
"LA",2000,"f","0-14",10
"LB",2000,"f","0-14",4
"LC",2000,"f","0-14",0
"LK",2000,"f","0-14",23
"LR",2000,"f","0-14",21
"LS",2000,"f","0-14",11
"LT",2000,"f","0-14",0
"LU",2000,"f","0-14",NA
"LV",2000,"f","0-14",2
"LY",2000,"f","0-14",6
"MA",2000,"f","0-14",170
"MC",2000,"f","0-14",NA
"MD",2000,"f","0-14",1
"MG",2000,"f","0-14",NA
"MH",2000,"f","0-14",7
"MK",2000,"f","0-14",1
"ML",2000,"f","0-14",14
"MM",2000,"f","0-14",72
"MN",2000,"f","0-14",32
"MO",2000,"f","0-14",0
"MP",2000,"f","0-14",0
"MR",2000,"f","0-14",NA
"MS",2000,"f","0-14",NA
"MT",2000,"f","0-14",NA
"MU",2000,"f","0-14",1
"MV",2000,"f","0-14",0
"MW",2000,"f","0-14",66
"MX",2000,"f","0-14",176
"MY",2000,"f","0-14",41
"MZ",2000,"f","0-14",NA
NA,2000,"f","0-14",16
"NC",2000,"f","0-14",1
"NE",2000,"f","0-14",31
"NG",2000,"f","0-14",239
"NI",2000,"f","0-14",34
"NL",2000,"f","0-14",4
"NO",2000,"f","0-14",1
"NP",2000,"f","0-14",176
"NR",2000,"f","0-14",NA
"NU",2000,"f","0-14",NA
"NZ",2000,"f","0-14",1
"OM",2000,"f","0-14",2
"PA",2000,"f","0-14",6
"PE",2000,"f","0-14",633
"PF",2000,"f","0-14",1
"PG",2000,"f","0-14",6
"PH",2000,"f","0-14",NA
"PK",2000,"f","0-14",130
"PL",2000,"f","0-14",1
"PR",2000,"f","0-14",1
"PS",2000,"f","0-14",NA
"PT",2000,"f","0-14",5
"PY",2000,"f","0-14",12
"QA",2000,"f","0-14",0
"RO",2000,"f","0-14",53
"RU",2000,"f","0-14",1
"RW",2000,"f","0-14",105
"SA",2000,"f","0-14",28
"SB",2000,"f","0-14",8
"SC",2000,"f","0-14",NA
"SD",2000,"f","0-14",817
"SE",2000,"f","0-14",1
"SG",2000,"f","0-14",1
"SI",2000,"f","0-14",0
"SK",2000,"f","0-14",0
"SL",2000,"f","0-14",27
"SM",2000,"f","0-14",NA
"SN",2000,"f","0-14",77
"SO",2000,"f","0-14",85
"SR",2000,"f","0-14",2
"ST",2000,"f","0-14",3
"SV",2000,"f","0-14",28
"SY",2000,"f","0-14",23
"SZ",2000,"f","0-14",10
"TC",2000,"f","0-14",NA
"TG",2000,"f","0-14",13
"TH",2000,"f","0-14",32
"TJ",2000,"f","0-14",NA
"TK",2000,"f","0-14",NA
"TM",2000,"f","0-14",19
"TN",2000,"f","0-14",7
"TO",2000,"f","0-14",NA
"TR",2000,"f","0-14",NA
"TT",2000,"f","0-14",0
"TV",2000,"f","0-14",NA
"TZ",2000,"f","0-14",257
"UA",2000,"f","0-14",41
"UG",2000,"f","0-14",400
"US",2000,"f","0-14",14
"UY",2000,"f","0-14",2
"UZ",2000,"f","0-14",11
"VC",2000,"f","0-14",1
"VE",2000,"f","0-14",NA
"VG",2000,"f","0-14",NA
"VN",2000,"f","0-14",64
"VU",2000,"f","0-14",5
"WS",2000,"f","0-14",0
"YE",2000,"f","0-14",161
"YU",2000,"f","0-14",NA
"ZA",2000,"f","0-14",122
"ZM",2000,"f","0-14",150
"ZW",2000,"f","0-14",NA
"AD",2000,"f","15-24",NA
"AE",2000,"f","15-24",16
"AF",2000,"f","15-24",414
"AG",2000,"f","15-24",1
"AL",2000,"f","15-24",11
"AM",2000,"f","15-24",24
"AN",2000,"f","15-24",0
"AO",2000,"f","15-24",1142
"AR",2000,"f","15-24",544
"AS",2000,"f","15-24",NA
"AT",2000,"f","15-24",11
"AU",2000,"f","15-24",15
"AZ",2000,"f","15-24",3
"BA",2000,"f","15-24",30
"BB",2000,"f","15-24",0
"BD",2000,"f","15-24",3029
"BE",2000,"f","15-24",15
"BF",2000,"f","15-24",59
"BG",2000,"f","15-24",11
"BH",2000,"f","15-24",1
"BI",2000,"f","15-24",NA
"BJ",2000,"f","15-24",239
"BM",2000,"f","15-24",NA
"BN",2000,"f","15-24",4
"BO",2000,"f","15-24",831
"BR",2000,"f","15-24",6719
"BS",2000,"f","15-24",5
"BT",2000,"f","15-24",57
"BW",2000,"f","15-24",335
"BY",2000,"f","15-24",NA
"BZ",2000,"f","15-24",2
"CA",2000,"f","15-24",33
"CD",2000,"f","15-24",4422
"CF",2000,"f","15-24",NA
"CG",2000,"f","15-24",NA
"CH",2000,"f","15-24",9
"CI",2000,"f","15-24",NA
"CK",2000,"f","15-24",0
"CL",2000,"f","15-24",66
"CM",2000,"f","15-24",368
"CN",2000,"f","15-24",14536
"CO",2000,"f","15-24",587
"CR",2000,"f","15-24",21
"CU",2000,"f","15-24",9
"CV",2000,"f","15-24",NA
"CY",2000,"f","15-24",NA
"CZ",2000,"f","15-24",15
"DE",2000,"f","15-24",NA
"DJ",2000,"f","15-24",147
"DK",2000,"f","15-24",16
"DO",2000,"f","15-24",317
"DZ",2000,"f","15-24",1005
"EC",2000,"f","15-24",NA
"EE",2000,"f","15-24",9
"EG",2000,"f","15-24",457
"ER",2000,"f","15-24",100
"ES",2000,"f","15-24",NA
"ET",2000,"f","15-24",4699
"FI",2000,"f","15-24",1
"FJ",2000,"f","15-24",7
"FM",2000,"f","15-24",3
"FR",2000,"f","15-24",108
"GB",2000,"f","15-24",95
"GD",2000,"f","15-24",NA
"GE",2000,"f","15-24",49
"GH",2000,"f","15-24",456
"GN",2000,"f","15-24",314
"GR",2000,"f","15-24",2
"GT",2000,"f","15-24",199
"GU",2000,"f","15-24",3
"GW",2000,"f","15-24",30
"GY",2000,"f","15-24",11
"HK",2000,"f","15-24",65
"HN",2000,"f","15-24",21
"HR",2000,"f","15-24",NA
"HT",2000,"f","15-24",914
"HU",2000,"f","15-24",7
"ID",2000,"f","15-24",NA
"IE",2000,"f","15-24",13
"IL",2000,"f","15-24",11
"IN",2000,"f","15-24",14495
"IQ",2000,"f","15-24",338
"IR",2000,"f","15-24",593
"IS",2000,"f","15-24",NA
"IT",2000,"f","15-24",38
"JM",2000,"f","15-24",8
"JO",2000,"f","15-24",8
"JP",2000,"f","15-24",222
"KE",2000,"f","15-24",3916
"KG",2000,"f","15-24",128
"KH",2000,"f","15-24",457
"KI",2000,"f","15-24",5
"KM",2000,"f","15-24",9
"KN",2000,"f","15-24",NA
"KP",2000,"f","15-24",683
"KR",2000,"f","15-24",546
"KW",2000,"f","15-24",11
"KY",2000,"f","15-24",NA
"KZ",2000,"f","15-24",999
"LA",2000,"f","15-24",59
"LB",2000,"f","15-24",31
"LC",2000,"f","15-24",1
"LK",2000,"f","15-24",312
"LR",2000,"f","15-24",140
"LS",2000,"f","15-24",222
"LT",2000,"f","15-24",20
"LU",2000,"f","15-24",NA
"LV",2000,"f","15-24",25
"LY",2000,"f","15-24",43
"MA",2000,"f","15-24",1530
"MC",2000,"f","15-24",NA
"MD",2000,"f","15-24",16
"MG",2000,"f","15-24",NA
"MH",2000,"f","15-24",7
"MK",2000,"f","15-24",15
"ML",2000,"f","15-24",174
"MM",2000,"f","15-24",1040
"MN",2000,"f","15-24",200
"MO",2000,"f","15-24",10
"MP",2000,"f","15-24",10
"MR",2000,"f","15-24",NA
"MS",2000,"f","15-24",NA
"MT",2000,"f","15-24",NA
"MU",2000,"f","15-24",5
"MV",2000,"f","15-24",11
"MW",2000,"f","15-24",1038
"MX",2000,"f","15-24",663
"MY",2000,"f","15-24",464
"MZ",2000,"f","15-24",NA
NA,2000,"f","15-24",352
"NC",2000,"f","15-24",8
"NE",2000,"f","15-24",123
"NG",2000,"f","15-24",2934
"NI",2000,"f","15-24",188
"NL",2000,"f","15-24",29
"NO",2000,"f","15-24",3
"NP",2000,"f","15-24",1267
"NR",2000,"f","15-24",NA
"NU",2000,"f","15-24",NA
"NZ",2000,"f","15-24",6
"OM",2000,"f","15-24",17
"PA",2000,"f","15-24",43
"PE",2000,"f","15-24",3686
"PF",2000,"f","15-24",4
"PG",2000,"f","15-24",77
"PH",2000,"f","15-24",NA
"PK",2000,"f","15-24",591
"PL",2000,"f","15-24",99
"PR",2000,"f","15-24",4
"PS",2000,"f","15-24",NA
"PT",2000,"f","15-24",114
"PY",2000,"f","15-24",69
"QA",2000,"f","15-24",0
"RO",2000,"f","15-24",701
"RU",2000,"f","15-24",43
"RW",2000,"f","15-24",396
"SA",2000,"f","15-24",172
"SB",2000,"f","15-24",15
"SC",2000,"f","15-24",NA
"SD",2000,"f","15-24",925
"SE",2000,"f","15-24",9
"SG",2000,"f","15-24",9
"SI",2000,"f","15-24",3
"SK",2000,"f","15-24",5
"SL",2000,"f","15-24",249
"SM",2000,"f","15-24",NA
"SN",2000,"f","15-24",521
"SO",2000,"f","15-24",354
"SR",2000,"f","15-24",3
"ST",2000,"f","15-24",7
"SV",2000,"f","15-24",81
"SY",2000,"f","15-24",195
"SZ",2000,"f","15-24",198
"TC",2000,"f","15-24",NA
"TG",2000,"f","15-24",107
"TH",2000,"f","15-24",624
"TJ",2000,"f","15-24",NA
"TK",2000,"f","15-24",NA
"TM",2000,"f","15-24",73
"TN",2000,"f","15-24",68
"TO",2000,"f","15-24",1
"TR",2000,"f","15-24",NA
"TT",2000,"f","15-24",5
"TV",2000,"f","15-24",NA
"TZ",2000,"f","15-24",2106
"UA",2000,"f","15-24",487
"UG",2000,"f","15-24",1649
"US",2000,"f","15-24",246
"UY",2000,"f","15-24",28
"UZ",2000,"f","15-24",261
"VC",2000,"f","15-24",0
"VE",2000,"f","15-24",NA
"VG",2000,"f","15-24",NA
"VN",2000,"f","15-24",1334
"VU",2000,"f","15-24",3
"WS",2000,"f","15-24",2
"YE",2000,"f","15-24",799
"YU",2000,"f","15-24",NA
"ZA",2000,"f","15-24",1283
"ZM",2000,"f","15-24",932
"ZW",2000,"f","15-24",NA
"AD",2000,"f","25-34",NA
"AE",2000,"f","25-34",1
"AF",2000,"f","25-34",565
"AG",2000,"f","25-34",1
"AL",2000,"f","25-34",10
"AM",2000,"f","25-34",27
"AN",2000,"f","25-34",1
"AO",2000,"f","25-34",1091
"AR",2000,"f","25-34",479
"AS",2000,"f","25-34",NA
"AT",2000,"f","25-34",22
"AU",2000,"f","25-34",19
"AZ",2000,"f","25-34",3
"BA",2000,"f","25-34",46
"BB",2000,"f","25-34",1
"BD",2000,"f","25-34",3238
"BE",2000,"f","25-34",15
"BF",2000,"f","25-34",128
"BG",2000,"f","25-34",14
"BH",2000,"f","25-34",2
"BI",2000,"f","25-34",NA
"BJ",2000,"f","25-34",275
"BM",2000,"f","25-34",NA
"BN",2000,"f","25-34",6
"BO",2000,"f","25-34",588
"BR",2000,"f","25-34",7215
"BS",2000,"f","25-34",7
"BT",2000,"f","25-34",34
"BW",2000,"f","25-34",469
"BY",2000,"f","25-34",NA
"BZ",2000,"f","25-34",1
"CA",2000,"f","25-34",40
"CD",2000,"f","25-34",5146
"CF",2000,"f","25-34",NA
"CG",2000,"f","25-34",NA
"CH",2000,"f","25-34",12
"CI",2000,"f","25-34",NA
"CK",2000,"f","25-34",0
"CL",2000,"f","25-34",96
"CM",2000,"f","25-34",530
"CN",2000,"f","25-34",18496
"CO",2000,"f","25-34",758
"CR",2000,"f","25-34",33
"CU",2000,"f","25-34",22
"CV",2000,"f","25-34",NA
"CY",2000,"f","25-34",NA
"CZ",2000,"f","25-34",13
"DE",2000,"f","25-34",NA
"DJ",2000,"f","25-34",156
"DK",2000,"f","25-34",15
"DO",2000,"f","25-34",325
"DZ",2000,"f","25-34",1293
"EC",2000,"f","25-34",NA
"EE",2000,"f","25-34",11
"EG",2000,"f","25-34",343
"ER",2000,"f","25-34",87
"ES",2000,"f","25-34",NA
"ET",2000,"f","25-34",4424
"FI",2000,"f","25-34",5
"FJ",2000,"f","25-34",5
"FM",2000,"f","25-34",1
"FR",2000,"f","25-34",127
"GB",2000,"f","25-34",114
"GD",2000,"f","25-34",NA
"GE",2000,"f","25-34",37
"GH",2000,"f","25-34",791
"GN",2000,"f","25-34",446
"GR",2000,"f","25-34",9
"GT",2000,"f","25-34",167
"GU",2000,"f","25-34",1
"GW",2000,"f","25-34",46
"GY",2000,"f","25-34",8
"HK",2000,"f","25-34",115
"HN",2000,"f","25-34",269
"HR",2000,"f","25-34",NA
"HT",2000,"f","25-34",857
"HU",2000,"f","25-34",17
"ID",2000,"f","25-34",NA
"IE",2000,"f","25-34",8
"IL",2000,"f","25-34",15
"IN",2000,"f","25-34",17287
"IQ",2000,"f","25-34",241
"IR",2000,"f","25-34",410
"IS",2000,"f","25-34",1
"IT",2000,"f","25-34",58
"JM",2000,"f","25-34",8
"JO",2000,"f","25-34",9
"JP",2000,"f","25-34",464
"KE",2000,"f","25-34",4363
"KG",2000,"f","25-34",146
"KH",2000,"f","25-34",1157
"KI",2000,"f","25-34",6
"KM",2000,"f","25-34",6
"KN",2000,"f","25-34",NA
"KP",2000,"f","25-34",1121
"KR",2000,"f","25-34",544
"KW",2000,"f","25-34",24
"KY",2000,"f","25-34",NA
"KZ",2000,"f","25-34",1079
"LA",2000,"f","25-34",95
"LB",2000,"f","25-34",26
"LC",2000,"f","25-34",0
"LK",2000,"f","25-34",264
"LR",2000,"f","25-34",149
"LS",2000,"f","25-34",336
"LT",2000,"f","25-34",37
"LU",2000,"f","25-34",NA
"LV",2000,"f","25-34",41
"LY",2000,"f","25-34",35
"MA",2000,"f","25-34",1121
"MC",2000,"f","25-34",NA
"MD",2000,"f","25-34",32
"MG",2000,"f","25-34",NA
"MH",2000,"f","25-34",3
"MK",2000,"f","25-34",14
"ML",2000,"f","25-34",232
"MM",2000,"f","25-34",1592
"MN",2000,"f","25-34",213
"MO",2000,"f","25-34",4
"MP",2000,"f","25-34",17
"MR",2000,"f","25-34",NA
"MS",2000,"f","25-34",NA
"MT",2000,"f","25-34",NA
"MU",2000,"f","25-34",8
"MV",2000,"f","25-34",4
"MW",2000,"f","25-34",1481
"MX",2000,"f","25-34",828
"MY",2000,"f","25-34",564
"MZ",2000,"f","25-34",NA
NA,2000,"f","25-34",654
"NC",2000,"f","25-34",1
"NE",2000,"f","25-34",206
"NG",2000,"f","25-34",2434
"NI",2000,"f","25-34",173
"NL",2000,"f","25-34",22
"NO",2000,"f","25-34",1
"NP",2000,"f","25-34",1078
"NR",2000,"f","25-34",NA
"NU",2000,"f","25-34",NA
"NZ",2000,"f","25-34",6
"OM",2000,"f","25-34",5
"PA",2000,"f","25-34",34
"PE",2000,"f","25-34",2472
"PF",2000,"f","25-34",1
"PG",2000,"f","25-34",45
"PH",2000,"f","25-34",NA
"PK",2000,"f","25-34",416
"PL",2000,"f","25-34",158
"PR",2000,"f","25-34",5
"PS",2000,"f","25-34",NA
"PT",2000,"f","25-34",154
"PY",2000,"f","25-34",86
"QA",2000,"f","25-34",4
"RO",2000,"f","25-34",766
"RU",2000,"f","25-34",73
"RW",2000,"f","25-34",473
"SA",2000,"f","25-34",182
"SB",2000,"f","25-34",13
"SC",2000,"f","25-34",1
"SD",2000,"f","25-34",1134
"SE",2000,"f","25-34",8
"SG",2000,"f","25-34",8
"SI",2000,"f","25-34",9
"SK",2000,"f","25-34",9
"SL",2000,"f","25-34",298
"SM",2000,"f","25-34",NA
"SN",2000,"f","25-34",540
"SO",2000,"f","25-34",319
"SR",2000,"f","25-34",6
"ST",2000,"f","25-34",15
"SV",2000,"f","25-34",76
"SY",2000,"f","25-34",101
"SZ",2000,"f","25-34",298
"TC",2000,"f","25-34",NA
"TG",2000,"f","25-34",124
"TH",2000,"f","25-34",1035
"TJ",2000,"f","25-34",NA
"TK",2000,"f","25-34",NA
"TM",2000,"f","25-34",140
"TN",2000,"f","25-34",59
"TO",2000,"f","25-34",1
"TR",2000,"f","25-34",NA
"TT",2000,"f","25-34",7
"TV",2000,"f","25-34",NA
"TZ",2000,"f","25-34",3426
"UA",2000,"f","25-34",590
"UG",2000,"f","25-34",2782
"US",2000,"f","25-34",376
"UY",2000,"f","25-34",22
"UZ",2000,"f","25-34",547
"VC",2000,"f","25-34",0
"VE",2000,"f","25-34",NA
"VG",2000,"f","25-34",NA
"VN",2000,"f","25-34",2320
"VU",2000,"f","25-34",15
"WS",2000,"f","25-34",1
"YE",2000,"f","25-34",627
"YU",2000,"f","25-34",NA
"ZA",2000,"f","25-34",1716
"ZM",2000,"f","25-34",1118
"ZW",2000,"f","25-34",NA
"AD",2000,"f","35-44",NA
"AE",2000,"f","35-44",3
"AF",2000,"f","35-44",339
"AG",2000,"f","35-44",0
"AL",2000,"f","35-44",8
"AM",2000,"f","35-44",24
"AN",2000,"f","35-44",0
"AO",2000,"f","35-44",844
"AR",2000,"f","35-44",262
"AS",2000,"f","35-44",NA
"AT",2000,"f","35-44",12
"AU",2000,"f","35-44",12
"AZ",2000,"f","35-44",6
"BA",2000,"f","35-44",29
"BB",2000,"f","35-44",0
"BD",2000,"f","35-44",2247
"BE",2000,"f","35-44",19
"BF",2000,"f","35-44",101
"BG",2000,"f","35-44",7
"BH",2000,"f","35-44",0
"BI",2000,"f","35-44",NA
"BJ",2000,"f","35-44",149
"BM",2000,"f","35-44",NA
"BN",2000,"f","35-44",9
"BO",2000,"f","35-44",334
"BR",2000,"f","35-44",5395
"BS",2000,"f","35-44",8
"BT",2000,"f","35-44",31
"BW",2000,"f","35-44",262
"BY",2000,"f","35-44",NA
"BZ",2000,"f","35-44",2
"CA",2000,"f","35-44",30
"CD",2000,"f","35-44",3309
"CF",2000,"f","35-44",NA
"CG",2000,"f","35-44",NA
"CH",2000,"f","35-44",8
"CI",2000,"f","35-44",NA
"CK",2000,"f","35-44",0
"CL",2000,"f","35-44",70
"CM",2000,"f","35-44",293
"CN",2000,"f","35-44",12377
"CO",2000,"f","35-44",523
"CR",2000,"f","35-44",24
"CU",2000,"f","35-44",26
"CV",2000,"f","35-44",NA
"CY",2000,"f","35-44",NA
"CZ",2000,"f","35-44",9
"DE",2000,"f","35-44",NA
"DJ",2000,"f","35-44",47
"DK",2000,"f","35-44",14
"DO",2000,"f","35-44",212
"DZ",2000,"f","35-44",746
"EC",2000,"f","35-44",NA
"EE",2000,"f","35-44",14
"EG",2000,"f","35-44",257
"ER",2000,"f","35-44",71
"ES",2000,"f","35-44",NA
"ET",2000,"f","35-44",2105
"FI",2000,"f","35-44",3
"FJ",2000,"f","35-44",7
"FM",2000,"f","35-44",1
"FR",2000,"f","35-44",89
"GB",2000,"f","35-44",60
"GD",2000,"f","35-44",NA
"GE",2000,"f","35-44",33
"GH",2000,"f","35-44",566
"GN",2000,"f","35-44",245
"GR",2000,"f","35-44",10
"GT",2000,"f","35-44",175
"GU",2000,"f","35-44",2
"GW",2000,"f","35-44",47
"GY",2000,"f","35-44",7
"HK",2000,"f","35-44",86
"HN",2000,"f","35-44",258
"HR",2000,"f","35-44",NA
"HT",2000,"f","35-44",513
"HU",2000,"f","35-44",19
"ID",2000,"f","35-44",NA
"IE",2000,"f","35-44",13
"IL",2000,"f","35-44",7
"IN",2000,"f","35-44",11768
"IQ",2000,"f","35-44",136
"IR",2000,"f","35-44",322
"IS",2000,"f","35-44",NA
"IT",2000,"f","35-44",33
"JM",2000,"f","35-44",7
"JO",2000,"f","35-44",1
"JP",2000,"f","35-44",213
"KE",2000,"f","35-44",1874
"KG",2000,"f","35-44",100
"KH",2000,"f","35-44",1649
"KI",2000,"f","35-44",3
"KM",2000,"f","35-44",12
"KN",2000,"f","35-44",NA
"KP",2000,"f","35-44",2004
"KR",2000,"f","35-44",393
"KW",2000,"f","35-44",12
"KY",2000,"f","35-44",NA
"KZ",2000,"f","35-44",599
"LA",2000,"f","35-44",131
"LB",2000,"f","35-44",9
"LC",2000,"f","35-44",1
"LK",2000,"f","35-44",176
"LR",2000,"f","35-44",88
"LS",2000,"f","35-44",195
"LT",2000,"f","35-44",39
"LU",2000,"f","35-44",NA
"LV",2000,"f","35-44",27
"LY",2000,"f","35-44",24
"MA",2000,"f","35-44",672
"MC",2000,"f","35-44",NA
"MD",2000,"f","35-44",45
"MG",2000,"f","35-44",NA
"MH",2000,"f","35-44",0
"MK",2000,"f","35-44",17
"ML",2000,"f","35-44",152
"MM",2000,"f","35-44",1397
"MN",2000,"f","35-44",113
"MO",2000,"f","35-44",6
"MP",2000,"f","35-44",7
"MR",2000,"f","35-44",NA
"MS",2000,"f","35-44",NA
"MT",2000,"f","35-44",NA
"MU",2000,"f","35-44",8
"MV",2000,"f","35-44",5
"MW",2000,"f","35-44",831
"MX",2000,"f","35-44",698
"MY",2000,"f","35-44",424
"MZ",2000,"f","35-44",NA
NA,2000,"f","35-44",348
"NC",2000,"f","35-44",1
"NE",2000,"f","35-44",168
"NG",2000,"f","35-44",1110
"NI",2000,"f","35-44",98
"NL",2000,"f","35-44",16
"NO",2000,"f","35-44",NA
"NP",2000,"f","35-44",833
"NR",2000,"f","35-44",NA
"NU",2000,"f","35-44",NA
"NZ",2000,"f","35-44",5
"OM",2000,"f","35-44",7
"PA",2000,"f","35-44",35
"PE",2000,"f","35-44",1156
"PF",2000,"f","35-44",0
"PG",2000,"f","35-44",21
"PH",2000,"f","35-44",NA
"PK",2000,"f","35-44",274
"PL",2000,"f","35-44",211
"PR",2000,"f","35-44",3
"PS",2000,"f","35-44",NA
"PT",2000,"f","35-44",87
"PY",2000,"f","35-44",41
"QA",2000,"f","35-44",3
"RO",2000,"f","35-44",484
"RU",2000,"f","35-44",74
"RW",2000,"f","35-44",309
"SA",2000,"f","35-44",79
"SB",2000,"f","35-44",7
"SC",2000,"f","35-44",0
"SD",2000,"f","35-44",905
"SE",2000,"f","35-44",10
"SG",2000,"f","35-44",7
"SI",2000,"f","35-44",3
"SK",2000,"f","35-44",7
"SL",2000,"f","35-44",225
"SM",2000,"f","35-44",NA
"SN",2000,"f","35-44",376
"SO",2000,"f","35-44",219
"SR",2000,"f","35-44",3
"ST",2000,"f","35-44",5
"SV",2000,"f","35-44",63
"SY",2000,"f","35-44",53
"SZ",2000,"f","35-44",62
"TC",2000,"f","35-44",NA
"TG",2000,"f","35-44",50
"TH",2000,"f","35-44",780
"TJ",2000,"f","35-44",NA
"TK",2000,"f","35-44",NA
"TM",2000,"f","35-44",76
"TN",2000,"f","35-44",43
"TO",2000,"f","35-44",1
"TR",2000,"f","35-44",NA
"TT",2000,"f","35-44",9
"TV",2000,"f","35-44",NA
"TZ",2000,"f","35-44",1738
"UA",2000,"f","35-44",447
"UG",2000,"f","35-44",1510
"US",2000,"f","35-44",349
"UY",2000,"f","35-44",21
"UZ",2000,"f","35-44",288
"VC",2000,"f","35-44",0
"VE",2000,"f","35-44",NA
"VG",2000,"f","35-44",NA
"VN",2000,"f","35-44",2754
"VU",2000,"f","35-44",7
"WS",2000,"f","35-44",1
"YE",2000,"f","35-44",517
"YU",2000,"f","35-44",NA
"ZA",2000,"f","35-44",933
"ZM",2000,"f","35-44",1305
